rid,suburbname,postcode,state,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,Shape__Length,Shape__Area,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
41,EAST KILLARA,2071,2,20130115192446,30000101000000,20130116114140.276000,42,,12686c18-7827-340f-886f-6f09a8f761f0,M,,U,10857.703247064514,4575048.690257595,108029576,19950728000000,20130115192318,,,,,,
43,TURRAMURRA,2074,2,20151103080834,30000101000000,20151103101303.247000,44,,26bc093e-4275-3557-bec7-09392cbc78b1,M,,U,21559.385164371255,8714198.253331468,108029578,19950728000000,20151103080751,,,,,,
51,CANADA BAY,2046,2,20110114004951,30000101000000,20110114004951.445000,52,,7f3a08f9-60d7-3833-be0d-c8ab35ef246f,M,,U,3097.1911919471063,459316.8029006259,108029586,19950728000000,20110114004811,,,,,,
54,WAREEMBA,2046,2,20060825230654,30000101000000,20060825231612.970000,55,,cf430cc3-41fa-38e0-b892-e9b66eec06f6,M,,U,3571.5903770081813,468240.57503991586,108029589,19950728000000,20060825182453,,,,,,
58,ROSEVILLE CHASE,2069,2,20150505155026,30000101000000,20150505155111.432000,59,,07baa582-75bb-38c2-8560-58efbca06bc8,M,,U,6509.748771824259,1809404.8248473008,108029593,19950728000000,20150505154848,,,,,,
60,ST LEONARDS,2065,2,20150331134940,30000101000000,20150331142257.527000,61,,97689f6d-1d93-3366-981a-1ac4c8e05fad,M,,U,5570.596146973718,1155399.072617965,108029595,19950728000000,20150331134913,,,,,,
69,DENISTONE WEST,2114,2,20061102103832,30000101000000,20061102104910.703000,70,,5f5df847-6924-349b-8a77-98c5915028ec,M,,U,3178.3294359143583,465255.83280047955,108029604,19950728000000,20061101194555,,,,,,
70,MEADOWBANK,2114,2,20150311133635,30000101000000,20150311133831.612000,71,,d3e97218-a204-3e60-8cf8-00c9c91a5895,M,,U,5421.014994592125,1001730.1134892502,108029605,19950728000000,20150311133316,,,,,,
74,THE ROCKS,2000,2,20140225150342,30000101000000,20140225150750.381000,75,,2342026e-c8b5-3e81-9c45-b9dfab1a85c8,M,,U,3472.060216755734,297483.8159490727,108029609,19950728000000,20140225150248,,,,,,
77,WILLOUGHBY,2068,2,20150227154323,30000101000000,20150227154345.878000,78,,772ae248-c919-3fd4-8cb4-6b699c8bb635,M,,U,8297.214778360601,2354616.8751595444,108029612,19950728000000,20150227154156,,,,,,
85,DACEYVILLE,2032,2,20110727090237,30000101000000,20110727090245.215000,86,,b5e56850-e0fb-32ba-a8be-f025430b544b,M,,U,3796.244738251518,702824.8796039307,108029620,19950728000000,20110727084525,,,,,,
87,BURWOOD HEIGHTS,2136,2,20150129113913,30000101000000,20150129114009.593000,88,,2257e026-0149-3c00-9964-c3c494e6d2ec,M,,U,3039.1221081371323,341220.9620519478,108029622,19950728000000,20150129113722,,,,,,
100,COOGEE,2034,2,20061121174928,30000101000000,20061121180013.849000,101,,c7817dd5-752e-3810-b3b1-426243fd8222,M,,U,8714.564011543907,2854904.4461592836,108029635,19950728000000,20061120163930,,,,,,
102,PHILLIP BAY,2036,2,20110823093424,30000101000000,20110823093424.363000,103,,36e557bc-1605-3a1c-8621-4830131d9217,M,,U,4541.8012795123705,899928.6939835002,108029637,19950728000000,20110823092409,,,,,,
105,MONTEREY,2217,2,20070305125329,30000101000000,20070305125332.880000,106,,d6e1db1d-35ed-32a7-a954-05b1218f60c1,M,,U,5594.880378838919,1673552.5846001878,108029640,19950728000000,20070305124611,,,,,,
106,BEACONSFIELD,2015,2,20070118081045,30000101000000,20070118082715.018000,107,,5b6cef67-5851-34a4-8077-6e453382639d,M,,U,2287.9026948663322,242793.29505538743,108029641,19950728000000,20070116181800,,,,,,
108,SURRY HILLS,2010,2,20150121170551,30000101000000,20150121170625.193000,109,,ae4776c9-a682-385e-ae30-0dfaa726da59,M,,U,6359.021870715215,1930613.7478439072,108029643,19950728000000,20150121170500,,,,,,
141,MILLER,2168,2,20120830074910,30000101000000,20120830074917.656000,145,,78214888-5451-34fe-a7b7-2860cb34d761,M,,U,7256.314894781123,1817371.6411474107,108029679,19950728000000,20120830073939,,,,,,
142,SADLEIR,2168,2,20120830074910,30000101000000,20120830074917.792000,146,,77b49a21-a255-3885-8156-8a7522c81f2c,M,,U,5231.163221977351,1312223.8188634254,108029680,19950728000000,20120830073939,,,,,,
152,GIRRAWEEN,2145,2,20150605125037,30000101000000,20150605125646.860000,156,,5229825a-c558-3249-9667-4b06e20359b1,M,,U,8058.841235091907,3388333.119658401,108029690,19950728000000,20150605124938,,,,,,
240,CROMER,2099,2,20160128120023,30000101000000,20160128120057.365000,250,,43396cca-a54a-30ac-b378-10dbf2da0819,M,,U,17956.77197307364,9159147.810727894,108029784,19950728000000,20160128115916,,,,,,
1041,NEWINGTON,2127,2,20141028165144,30000101000000,20141028165213.057000,1132,,b7c125ca-0e86-37e9-bb94-134062d85fc8,M,,U,6165.892909882377,1307365.772679672,108030666,19980622102123,20141028165124,,,,,,
1108,SOUTH TURRAMURRA,2074,2,20130720002250,30000101000000,20130720002250.759000,1200,,c1b1c5eb-b2bf-343c-a0fd-78ad9e362a50,M,,U,10030.00212935024,4445920.265186281,108030734,19950728000000,20110317235450,,,,,,
1119,FIVE DOCK,2046,2,20120626203146,30000101000000,20120626203146.631000,1211,,d185ad3c-299c-3dd4-873c-b59e4424ab5e,M,,U,10953.29722548756,3547672.359640543,108030745,19950728000000,20120626202541,,,,,,
1129,NAREMBURN,2065,2,20130827140509,30000101000000,20130827140636.080000,1222,,55381d10-bbbc-3b94-a618-7c81a82b3e23,M,,U,6429.166673495452,1803070.741719149,108030756,19950728000000,20130827140415,,,,,,
1130,WOLLSTONECRAFT,2065,2,20150727170642,30000101000000,20150727170708.534000,1223,,7940217f-aa4c-3eef-92ea-c2ec291d5e96,M,,U,7775.333759215103,1720721.9530026126,108030757,19950728000000,20150727170547,,,,,,
1133,CHATSWOOD WEST,2067,2,20080709123627,30000101000000,20080709123630.272000,1226,,4b68af9c-66a5-3aca-9569-209a39fa011e,M,,U,7355.700768340942,1213236.6916180719,108030760,19950728000000,20080707194231,,,,,,
1134,EAST RYDE,2113,2,20150805164201,30000101000000,20150805164212.518000,1227,,e4461062-4075-39e3-9fb1-d67625e9db6e,M,,U,6938.50778098211,1822040.3320365886,108030761,19950728000000,20150805164130,,,,,,
1136,WEST RYDE,2114,2,20141202135032,30000101000000,20141202135054.180000,1229,,71e1bb15-af12-3314-9426-68113558970d,M,,U,14833.966486412253,5176730.949269694,108030763,19950728000000,20141202134930,,,,,,
1137,WOOLLOOMOOLOO,2011,2,20140402141221,30000101000000,20140402164216.697000,1230,,de8339ff-c5f8-3603-ae82-4b9b7fa3379e,M,,U,4774.516319566139,541948.927014269,108030764,19950728000000,20140402141110,,,,,,
1148,EASTLAKES,2018,2,20070828114303,30000101000000,20070828114304.004000,1243,,e8d5abb7-afd7-3d15-b106-b213fcaa410b,M,,U,7411.716435989879,2886912.4317607894,108030777,19950728000000,20070828114208,,,,,,
1150,ENFIELD,2136,2,20150121134902,30000101000000,20150121153734.421000,1245,,d61d6b79-e89c-3338-b691-ebd9be1a5d2c,M,,U,4110.049290171502,1073051.922485301,108030779,19950728000000,20150121134237,,,,,,
1156,CARSS PARK,2221,2,20120112155350,30000101000000,20120112155351.486000,1251,,fc5dcff1-738b-3ae9-a6ae-c6d288722c24,M,,U,4860.615236089822,1242716.077020649,108030785,19950728000000,20120112154932,,,,,,
1162,BONDI JUNCTION,2022,2,20141210140217,30000101000000,20141210140227.717000,1257,,706ceedf-c309-3530-b2ea-d962431ad79b,M,,U,6364.446026344672,1569035.2904146768,108030791,19950728000000,20141210140133,,,,,,
1163,KENSINGTON,2033,2,20111221154919,30000101000000,20111221154921.824000,1258,,a4e085f4-5775-3d5e-93ef-385e3b58fc03,M,,U,12243.7454758287,3859364.512860873,108030792,19950728000000,20111221100707,,,,,,
1165,QUEENS PARK,2022,2,20150624164152,30000101000000,20150624164208.273000,1260,,44e6ca9e-d658-3bb8-a9b8-ecc3cf97c9d0,M,,U,5039.541521796565,1223992.988152268,108030794,19950728000000,20150624164054,,,,,,
1166,BANKSIA,2216,2,20151110132313,30000101000000,20151110132406.876000,1261,,07fb5b83-d213-3e40-b806-f64318674a18,M,,U,7836.312311461203,1363828.4608249997,108030795,19950728000000,20151110132046,,,,,,
1167,BRIGHTON-LE-SANDS,2216,2,20140220072403,30000101000000,20140220072519.298000,1262,,3e5da62a-c644-3cd7-af3b-76d4da46a704,M,,U,9010.967664064321,2235121.0409062994,108030796,19950728000000,20140220072252,,,,,,
1168,RAMSGATE BEACH,2217,2,20061109070604,30000101000000,20061109071537.635000,1263,,9394176b-fdf8-39b5-80e0-7cf79f626722,M,,U,3772.750777967565,590757.647264069,108030797,19950728000000,20061108172730,,,,,,
1169,CHIPPENDALE,2008,2,20150217163350,30000101000000,20150217163412.754000,1264,,9cbd9960-9833-3e09-8617-70f64e4d39c4,M,,U,3923.2930290414506,674791.8646800921,108030798,19950728000000,20150217163321,,,,,,
1307,BALGOWLAH HEIGHTS,2093,2,20110124234332,30000101000000,20110124234332.494000,1408,,6aa99654-c7c9-3e69-b619-aac3b27d28c8,M,,U,8090.627226840226,2416260.2465407522,108030942,19950728000000,20110124234154,,,,,,
2106,MACQUARIE LINKS,2565,2,20141028145930,30000101000000,20141028150312.608000,2283,,244ad7b9-2cc0-36a3-9854-22481c23bf20,M,,U,8969.077787606115,2369928.851056223,108031817,19970901111004,20141028145107,,,,,,
2125,HUNTLEYS COVE,2111,2,20120203043227,30000101000000,20120203043228.958000,2302,,61491188-b76a-3d61-9735-3b241a7d1555,M,,U,3313.485179166917,356980.2037625156,108031836,20020607103527,20120203041629,,,,,,
2180,DAVIDSON,2085,2,20110604132257,30000101000000,20110604132258.313000,2359,,e88e8c18-0dc5-3cee-91dc-5f3136c25a4c,M,,U,10900.956189877621,3687587.5958583346,108031893,19950728000000,20110604073659,,,,,,
2182,BERALA,2141,2,20120828171317,30000101000000,20120828171318.373000,2361,,2dcc9f03-edae-3b61-b6c5-2d749486ec5d,M,,U,10865.015802215175,3009724.392111314,108031895,19950728000000,20120828171059,,,,,,
2204,DENISTONE,2114,2,20111219195157,30000101000000,20111219195158.120000,2383,,00e5f4e6-282f-3e41-8735-013825230377,M,,U,7928.7687660165075,2196988.7835838827,108031917,19950728000000,20111219184112,,,,,,
2206,PUTNEY,2112,2,20120918144854,30000101000000,20120918144855.025000,2385,,c83a4d14-447d-3d54-a4f7-777c6b9918c9,M,,U,8736.521809288817,2154597.180585191,108031919,19950728000000,20120917232954,,,,,,
2210,FORESTVILLE,2087,2,20141208093822,30000101000000,20141208093839.754000,2389,,cca622ab-6e49-3582-b2d6-1a8e24afaef7,M,,U,17033.166070288218,6434623.879859503,108031923,19950728000000,20141208093745,,,,,,
2211,CASTLE COVE,2069,2,20150303122416,30000101000000,20150303122436.857000,2390,,83c3e996-0636-3bd6-9ab0-9c4ea3e5aa83,M,,U,11553.119132234682,3246649.3098082845,108031924,19950728000000,20150303122255,,,,,,
2212,NORTH WILLOUGHBY,2068,2,20120417151031,30000101000000,20120417151031.592000,2391,,4f4b962f-16b6-3315-8b83-2b2b972babf2,M,,U,6138.867252183853,1355683.8195239275,108031925,19950728000000,20120417150704,,,,,,
2220,BOTANY,2019,2,20141127103147,30000101000000,20141127103256.560000,2399,,c39a1ad4-6b65-3b8a-ba52-331a5aadb863,M,,U,9774.289710938996,4619970.20501036,108031933,19950728000000,20141127102928,,,,,,
2222,PORT BOTANY,2036,2,20111213142548,30000101000000,20111213142549.403000,2401,,9bc91af9-9917-3d5a-b68e-694b5a9de20f,M,,R,8759.524175728542,3276857.329280741,108031935,19950728000000,20111213101938,,,,,,
