rid,suburbname,postcode,state,startdate,enddate,lastupdate,msoid,centroidid,shapeuuid,changetype,processstate,urbanity,Shape__Length,Shape__Area,cadid,createdate,modifieddate,lganame,councilname,abscode,ltocode,vgcode,wbcode
10797,REGENTS PARK,2143,2,20180824104650,30000101000000,20180824105410.555000,1205,,12fed8f3-923b-317d-bd76-9f530df72c3e,M,,U,9671.217360192086,2927912.1051902613,108030739,19950728000000,20180824103131,,,,,,
10864,VOYAGER POINT,2172,2,20180831100101,30000101000000,20180831100714.185000,1303,,591d1542-1bdf-3f6f-89a6-310bdb6afb4d,M,,R,6405.254309068888,2551413.315075576,108030837,19950728000000,20180831095408,,,,,,
10971,ABBOTSFORD,2046,2,20180912123622,30000101000000,20180912123658.048000,2367,,33d46c48-170a-360b-a4a6-ce6d9acd5305,M,,U,6533.2020802403595,1483661.377992218,108031901,19950728000000,20180912123536,,,,,,
10977,MENAI,2234,2,20180913123227,30000101000000,20180913125027.707000,2425,,45ccee39-3f9b-3537-ba56-f439dbe036ca,M,,R,27629.35549546172,19851002.646930575,108031959,19950728000000,20180913120224,,,,,,
11003,MIDDLE COVE,2068,2,20180917111556,30000101000000,20180917111811.733000,1234,,6c1dd586-e9ce-3358-9328-d761ee8b8d79,M,,U,7909.602258782499,1514527.991519194,108030768,19950728000000,20180917111328,,,,,,
11004,WILLOUGHBY EAST,2068,2,20180917111556,30000101000000,20180917111811.873000,1235,,b2f2457c-f4e6-38ff-8559-ef69db4c2511,M,,U,3661.8283463029907,814300.7061656003,108030769,19950728000000,20180917111328,,,,,,
11005,CASTLECRAG,2068,2,20180917111556,30000101000000,20180917111811.966000,3546,,e7cfeb3a-4f0b-3fff-a66c-b5b40ebf1a6c,M,,U,9391.795280400624,2134586.6466049603,108033080,19950728000000,20180917111328,,,,,,
11049,HURLSTONE PARK,2193,2,20180924155657,30000101000000,20180924160516.519000,1237,,61cb14be-96a6-3b10-a6bc-5d60376aebd3,M,,U,5599.222303120073,1742208.1700671539,108030771,19950728000000,20180924154751,,,,,,
11060,PLEASURE POINT,2172,2,20180925131022,30000101000000,20180925131704.248000,2459,,a2b8ee54-03bc-3a05-86e4-de105a0e3932,M,,U,8620.035818939761,2237094.1621436807,108031993,19950728000000,20180925130255,,,,,,
11062,SANDY POINT,2172,2,20180925131022,30000101000000,20180925131704.406000,3617,,50b75692-1191-3e4a-857a-a8154e87deda,M,,U,4114.6296562266525,640808.6660050439,108033151,19950728000000,20180925130255,,,,,,
11072,ASHFIELD,2131,2,20180925170909,30000101000000,20180925171642.635000,3549,,1d6c2dd3-d2f8-31af-884e-2dc314bac657,M,,U,12621.160051935478,4935463.861025857,108033083,19950728000000,20180925170052,,,,,,
11117,ASHBURY,2193,2,20181003112115,30000101000000,20181003112916.376000,2393,,290be11b-5f43-3823-8b71-dc5ab61da5d2,M,,U,6918.635849507632,1521047.433928689,108031927,19950728000000,20181003111301,,,,,,
11121,BANKSMEADOW,2019,2,20181005110042,30000101000000,20181005113413.097000,1242,,2929ff46-b7d7-3311-bb70-751f704a5e32,M,,U,11919.629858855618,4851905.794277185,108030776,19950728000000,20181005110009,,,,,,
11122,PAGEWOOD,2035,2,20181005110042,30000101000000,20181005113413.251000,1244,,77393257-e73b-3e81-92f6-9d37ae925f8c,M,,U,12193.551955209436,3183175.3222315,108030778,19950728000000,20181005110009,,,,,,
11167,ARNDELL PARK,2148,2,20181012124809,30000101000000,20181012124824.690000,3618,,62665075-6a4c-367d-9a8a-7f4bf23bac5b,M,,U,8585.218385056032,2865148.9285560083,108033152,19950728000000,20181012124729,,,,,,
11284,WAVERLEY,2024,2,20181030154153,30000101000000,20181030154208.813000,1269,,e447a016-14cb-359d-a64d-45137f452428,M,,U,5742.011741328812,868046.8595670335,108030803,19950728000000,20181030154059,,,,,,
11474,LITTLE BAY,2036,2,20181127144425,30000101000000,20181127144455.283000,102,,fa7e3d6d-d20e-3eae-a02f-cfe5bedc21fe,M,,U,10949.73604265441,3707948.4252765067,108029636,19950728000000,20181127144332,,,,,,
11476,MALABAR,2036,2,20181127144425,30000101000000,20181127144455.352000,1259,,751c100d-e6b3-3e44-82b8-f076c3b2d10f,M,,R,12769.649408890948,5408953.999331309,108030793,19950728000000,20181127144332,,,,,,
11634,EAST HILLS,2213,2,20181217120710,30000101000000,20181217124227.439000,1291,,de9a88f7-091a-3c3c-a2a2-5a1905fc5b7a,M,,U,6860.588187917101,2063017.3475307631,108030825,19950728000000,20181217120641,,,,,,
11677,MACQUARIE FIELDS,2564,2,20181219115430,30000101000000,20181219115653.065000,3598,,b1115455-7985-3756-a499-0baa5e2f7508,M,,U,15517.72990066581,10070900.52793896,108033132,19950728000000,20181219115058,,,,,,
11678,GLENFIELD,2167,2,20181219115430,30000101000000,20181219115653.134000,3605,,94052642-9b73-34d4-9495-bce5ff4d39f7,M,,R,14472.19065342278,10137794.955375383,108033139,19950728000000,20181219115058,,,,,,
11680,PADSTOW HEIGHTS,2211,2,20181219120450,30000101000000,20181219120514.416000,1240,,84dca5cb-efb5-33c4-8e91-954da37a184d,M,,U,9102.168748447764,3510469.136831803,108030774,19950728000000,20181219120355,,,,,,
11772,DOVER HEIGHTS,2030,2,20190111141118,30000101000000,20190114142100.874000,122,,6e87f990-48e9-3a78-8d43-4fc3d3798c63,M,,U,7441.5893151847595,1462591.4271978256,108029656,19950728000000,20190111141049,,,,,,
11787,BELFIELD,2191,2,20190114151843,30000101000000,20190114152254.279000,2402,,575fc2ae-efb4-3091-8c5e-bff73b6a30bf,M,,U,6862.550360257542,2557555.333068477,108031936,19950728000000,20190114151433,,,,,,
11798,CROYDON PARK,2133,2,20190115155535,30000101000000,20190115160152.531000,80,,85b1ad81-83bd-35ff-9e3f-264ebfe49319,M,,U,9775.29110644487,3666366.059313713,108029614,19950728000000,20190115154445,,,,,,
11843,MERRYLANDS WEST,2160,2,20190123084406,30000101000000,20190123084443.986000,3627,,f6922aa0-0115-360c-b994-76b7ad91f8bb,M,,U,7045.823316445659,2507542.1586170495,108033161,19950728000000,20190123084329,,,,,,
11844,WOODPARK,2164,2,20190123084406,30000101000000,20190123084444.073000,3628,,89ef6edf-fd38-3baf-be1e-dd17b48a7fbd,M,,U,3434.816218196751,568896.3966282839,108033162,19950728000000,20190123084329,,,,,,
11906,WOOLWICH,2110,2,20190201123755,30000101000000,20190201123803.763000,2371,,c6e9fc17-424c-3ea3-ac94-12b8ec309993,M,,U,5746.207250994537,716591.0662653493,108031905,19950728000000,20190201123705,,,,,,
11997,HUNTLEYS POINT,2111,2,20190219131942,30000101000000,20190219132007.050000,1214,,e4e91e8b-2e4b-3869-b6f3-190d3c337f4a,M,,U,3001.2281507949638,331731.6442564645,108030748,19950728000000,20190219131831,,,,,,
11998,HAMMONDVILLE,2170,2,20190219135434,30000101000000,20190219135551.658000,1300,,2290d144-672f-3f86-9ada-9a1deb0a36c8,M,,U,9228.934734278198,2817921.822960924,108030834,19950728000000,20190219135239,,,,,,
12082,MOUNT PRITCHARD,2170,2,20190227155711,30000101000000,20190227164849.876000,3609,,252c69bb-6f60-3b4a-975a-df1e67c049fa,M,,U,9123.277497583036,4549982.115876625,108033143,19950728000000,20190227155554,,,,,,
12087,LANSDOWNE,2163,2,20190228093230,30000101000000,20190228093406.583000,2448,,a942e77a-efb6-39f3-98cd-29c88c8af325,M,,U,6284.332888351992,2024834.9301409195,108031982,19950728000000,20190228092940,,,,,,
12090,PRAIRIEWOOD,2176,2,20190228105038,30000101000000,20190228105108.283000,140,,9e18f187-fd3b-369f-a01c-ce8e61dd8b91,M,,U,8274.037379755388,3125726.2632925874,108029674,19950728000000,20190228104925,,,,,,
12091,WAKELEY,2176,2,20190228105038,30000101000000,20190228105108.346000,2454,,f7a37e32-4e06-3ca3-a127-cef39ede14b2,M,,U,6765.965462889437,2367296.9143891614,108031988,19950728000000,20190228104925,,,,,,
12136,CABRAMATTA WEST,2166,2,20190305131346,30000101000000,20190305131635.182000,137,,79b428e1-201d-37b1-9d6b-7188a8cfb8c8,M,,U,7321.272269539942,2681762.557525661,108029671,19950728000000,20190305131056,,,,,,
12138,PROSPECT,2148,2,20190305160250,30000101000000,20190305160650.929000,153,,a3eb562d-7cbc-358a-b00f-811f0528c491,M,,R,27710.31668599495,20274055.309080105,108029687,19950728000000,20190305155925,,,,,,
12150,POTTS POINT,2011,2,20190306114543,30000101000000,20190306114602.721000,3542,,5bcb3060-a2fb-392a-bd96-2bdbea408cac,M,,U,6693.332284000874,878867.8542497103,108033076,19950728000000,20190306114458,,,,,,
12196,LURNEA,2170,2,20190311103836,30000101000000,20190311104208.156000,3614,,58eefb41-37d1-3135-88fb-5529fe570118,M,,U,7873.666881233677,3758675.383518733,108033148,19950728000000,20190311103502,,,,,,
12204,LINDFIELD,2070,2,20190312095432,30000101000000,20190312095527.339000,1215,,91d8262c-d352-3902-8bde-c92bf8a20b3b,M,,U,18428.315597671677,7527066.007394837,108030749,19950728000000,20190312095303,,,,,,
12209,ROSEVILLE,2069,2,20190312095432,30000101000000,20190312095527.456000,3528,,c1119d45-ab38-3326-81dc-de220d31db16,M,,U,13627.969096405466,5615492.562756938,108033062,19950728000000,20190312095303,,,,,,
12217,FAIRFIELD WEST,2165,2,20190313105632,30000101000000,20190313105753.687000,139,,2028e4ac-a4f9-3000-b2b6-0e44f9bb528a,M,,U,11870.60892338413,4677509.243262264,108029673,19950728000000,20190313105502,,,,,,
12244,VILLAWOOD,2163,2,20190314151924,30000101000000,20190314152052.940000,135,,1c911e14-995a-34e5-8dd4-4cad9e2e73c4,M,,U,10712.654291414152,5673450.227377345,108029669,19950728000000,20190314151730,,,,,,
12245,FAIRFIELD EAST,2165,2,20190314151924,30000101000000,20190314152052.992000,3608,,111e4105-5d70-309d-8843-55b068035fae,M,,U,7699.464266267179,2885410.99021202,108033142,19950728000000,20190314151730,,,,,,
12255,GREYSTANES,2145,2,20190318120627,30000101000000,20190318120729.325000,1313,,a9ccfd94-aa5c-3c11-a15d-88806ad6ba00,M,,U,21328.68984594238,12871642.576607859,108030847,19950728000000,20190318120428,,,,,,
12256,WETHERILL PARK,2164,2,20190318120627,30000101000000,20190318120729.435000,2469,,cc98692c-6e99-3a47-8c25-c9dcbbaab5e4,M,,U,19147.397803352003,16369435.496167392,108032003,19950728000000,20190318120428,,,,,,
12260,CARRAMAR,2163,2,20190318165041,30000101000000,20190318165204.864000,3607,,bc4b5744-7f80-3d08-9731-3ecad5defae1,M,,U,6603.310174363309,1507093.4701673533,108033141,19950728000000,20190318164931,,,,,,
12262,OLD GUILDFORD,2161,2,20190319082939,30000101000000,20190319083144.467000,148,,3a3a866a-5939-3060-aaa7-5110ed8f3379,M,,U,4992.533186859115,1416686.5396564482,108029682,19950728000000,20190319082740,,,,,,
12267,LIVERPOOL,2170,2,20190319130221,30000101000000,20190319130553.746000,2458,,6f6939da-89a9-3950-aefb-9c2d3c5e15e0,M,,U,16866.42226412427,9302714.617908766,108031992,19950728000000,20190319125851,,,,,,
12268,WARWICK FARM,2170,2,20190319130221,30000101000000,20190319130553.856000,2460,,9db8b102-314a-317a-9d26-5193d6043501,M,,U,15337.652170646468,6741064.187611709,108031994,19950728000000,20190319125851,,,,,,
12292,SMITHFIELD,2164,2,20190321154529,30000101000000,20190321154657.213000,1312,,7651d9bf-7d11-3ef4-9ead-d427e16cdff2,M,,U,17737.747938703964,12968990.906460043,108030846,19950728000000,20190321154350,,,,,,
12302,GREEN VALLEY,2168,2,20190325142730,30000101000000,20190325153625.975000,143,,7ff76150-c093-3591-9456-af5feb37c872,M,,U,10302.59296781743,4691174.823273236,108029677,19950728000000,20190325142557,,,,,,
12306,BONNYRIGG HEIGHTS,2177,2,20190325142730,30000101000000,20190325153626.126000,2450,,fe732f48-f1ad-36f7-9ecd-a9925e2ef21b,M,,U,7535.194020025138,3104121.194127754,108031984,19950728000000,20190325142557,,,,,,
12307,LANSVALE,2166,2,20190325124259,30000101000000,20190325152421.508000,2453,,7c57ef11-61d0-369e-bf81-f6ce3b245d8c,M,,U,14552.154684471376,4251554.835804418,108031987,19950728000000,20190325124123,,,,,,
12324,FAIRFIELD HEIGHTS,2165,2,20190327151344,30000101000000,20190327151451.497000,3624,,4b9c6242-d1e7-36dd-872b-6ee41b4b35a3,M,,U,6494.991972832992,2122730.031715403,108033158,19950728000000,20190327151202,,,,,,
12327,MOOREBANK,2170,2,20190328165629,30000101000000,20190328170640.723000,1302,,d1d0f809-ae56-3c4b-94b3-4a10c9342a1d,M,,U,25313.313775856055,17912464.337584514,108030836,19950728000000,20190328164403,,,,,,
12372,PETERSHAM,2049,2,20190404110546,30000101000000,20190404111108.947000,99,,179e1f41-9c86-3e20-b4f9-6ea662645f93,M,,U,7534.683041816752,1870645.3555336823,108029633,19950728000000,20190404110119,,,,,,
12375,BELMORE,2192,2,20190404110546,30000101000000,20190404111109.129000,3558,,9a727238-72a9-3491-a4aa-a8ad9302b7fc,M,,U,9914.457755509373,4038729.483138436,108033092,19950728000000,20190404110119,,,,,,
12380,CANLEY HEIGHTS,2166,2,20190405121126,30000101000000,20190405121306.526000,1294,,356e6e4e-f429-3a5d-a806-5c1b70fca4e1,M,,U,9570.63388544726,3818054.5050678817,108030828,19950728000000,20190405121007,,,,,,
12381,CANLEY VALE,2166,2,20190405121126,30000101000000,20190405121306.730000,2451,,d04e53dc-6ea7-39b2-b437-b07a628e918e,M,,U,12831.681785216073,4161690.3699969766,108031985,19950728000000,20190405121007,,,,,,
12383,CABRAMATTA,2166,2,20190405121126,30000101000000,20190405121306.822000,3606,,03be08f0-5ace-3252-b9c7-3679bb80daba,M,,U,18042.64704629074,7318779.277244218,108033140,19950728000000,20190405121007,,,,,,
12426,PEAKHURST,2210,2,20190415112453,30000101000000,20190415112518.391000,3562,,75b385ee-159b-383d-9a76-7ce9fe183059,M,,U,12799.967882872175,5484434.337030366,108033096,19950728000000,20190415112424,,,,,,
12432,BRONTE,2024,2,20190416091830,30000101000000,20190416091844.973000,121,,e937cd20-72cc-3de9-bd4f-5bb4c84aa03b,M,,U,6774.747363793663,1910556.0975940097,108029655,19950728000000,20190416091804,,,,,,
12433,CLOVELLY,2031,2,20190416091830,30000101000000,20190416091845.128000,1278,,748c8e1a-7323-3fa6-a768-7e8d7f973ef4,M,,U,6104.612394373734,1245241.7816789588,108030812,19950728000000,20190416091804,,,,,,
12473,CHIPPING NORTON,2170,2,20190423144628,30000101000000,20190423144704.817000,2456,,c88ebd9d-a919-34ab-b658-1f7ad3f56123,M,,U,18591.800997860777,10445947.547916098,108031990,19950728000000,20190423144533,,,,,,
12474,MILPERRA,2214,2,20190423144628,30000101000000,20190423144704.917000,3604,,b4b8b1f1-9e9d-3c02-95a4-285907ba089f,M,,U,14498.67315709411,8055404.408830839,108033138,19950728000000,20190423144533,,,,,,
12498,CAMPSIE,2194,2,20190430082455,30000101000000,20190430082512.557000,1246,,c958b24c-35a7-3e8f-8e39-534ef5402b0d,M,,U,12529.059586430601,4870560.68940048,108030780,19950728000000,20190430082432,,,,,,
12501,BONNYRIGG,2177,2,20190430120851,30000101000000,20190430121348.760000,1293,,08cc3ab5-5708-3d78-a761-cccea4608deb,M,,U,9140.496171849141,4363845.788279935,108030827,19950728000000,20190430120346,,,,,,
12535,ROOKWOOD,2141,2,20190506103151,30000101000000,20190506103221.234000,2362,,9af3e515-3c8c-35c3-b9e6-47d07c478bd7,M,,U,8924.915350478957,4344458.9120998,108031896,19950728000000,20190506103131,,,,,,
12556,CANTERBURY,2193,2,20190508150720,30000101000000,20190508150751.873000,2403,,61b4cddb-8294-3768-b878-473b3bdd55ce,M,,U,9692.178037556765,2844178.152962962,108031937,19950728000000,20190508150651,,,,,,
12647,BIRCHGROVE,2041,2,20190522141427,30000101000000,20190522141504.756000,62,,9c5964b4-f0f4-3971-b6d9-7064495c4ab5,M,,U,7317.55346561216,808956.6509551572,108029596,19950728000000,20190522141339,,,,,,
12752,WOLLI CREEK,2205,2,20190605144303,30000101000000,20190605150158.852000,3459,,e1a265fe-59f1-3160-9dcc-92a67fc636f4,M,,U,5383.1827918581075,968884.357280469,108032993,20020607105455,20190605142707,,,,,,
12774,CLEMTON PARK,2206,2,20190607150832,30000101000000,20190607151331.463000,1139,,0ec9ce75-6fe0-3270-9bbb-4748bf1d47ef,M,,U,3931.8760303697254,512080.3627525768,108030673,20000629111103,20190607150319,,,,,,
12827,CONNELLS POINT,2221,2,20190619121703,30000101000000,20190619121738.023000,2408,,351b550a-9c14-3cd3-9590-63fec387408f,M,,U,7546.249833454018,2140556.286006712,108031942,19950728000000,20190619121629,,,,,,
12915,MELROSE PARK,2114,2,20190705164254,30000101000000,20190705164316.340000,68,,bdcd624b-fbb6-3c42-804c-2ab9280766da,M,,U,7275.394620417603,1471206.0925090676,108029602,19950728000000,20190705164201,,,,,,
12918,SOUTH GRANVILLE,2142,2,20190708141312,30000101000000,20190708141320.160000,69,,5d7e2889-a541-35b1-b361-4403ed858c15,M,,U,11892.269582941251,3126282.185586928,108029603,19950728000000,20190708141239,,,,,,
12927,ST JOHNS PARK,2176,2,20190708154624,30000101000000,20190708154726.745000,1297,,eb6113d6-2d06-3795-acc5-0d3f54f60176,M,,U,7262.34895756186,2870327.108759459,108030831,19950728000000,20190708154440,,,,,,
12950,NORTH HARBOUR,,2,20190710123059,30000101000000,20190710123118.111000,1090,,5c3207bd-f9f1-3e23-a338-dfd49977cc9d,M,,R,18690.798964107133,6792314.621720979,108030624,19950728000000,20190710123000,,,,,,
12951,MANLY,2095,2,20190710123059,30000101000000,20190710123118.247000,3721,,ac439877-af9e-3fd5-b879-c126dcc0f0c4,M,,U,23401.164479715102,7974208.097938503,108033255,19950728000000,20190710123000,,,,,,
12986,CHULLORA,2190,2,20190716105551,30000101000000,20190716105631.305000,3551,,30c542e5-e8ef-3159-9e7c-107d84316e00,M,,U,8092.264303212645,2994643.4901215616,108033085,19950728000000,20190716105459,,,,,,
13017,CONCORD,2137,2,20190722152950,30000101000000,20190722153213.418000,1209,,7ea1d5db-9d2f-362f-8b1c-ce54fea52f4a,M,,U,13786.803907915339,7310301.090232646,108030743,19950728000000,20190722152715,,,,,,
13034,LIBERTY GROVE,2138,2,20190724155711,30000101000000,20190724155851.438000,1130,,f6048701-d7d8-3316-a1b9-013665e152c9,M,,U,2837.7044969636054,300124.1889992971,108030664,19980414102225,20190724155505,,,,,,
13052,NORTHWOOD,2066,2,20190726170944,30000101000000,20190726171020.684000,2374,,daed51c9-069c-330c-8a6b-2309d8ecc16f,M,,U,3552.1026623637827,524750.8087091006,108031908,19950728000000,20190726170849,,,,,,
13099,MAYS HILL,2145,2,20190807151253,30000101000000,20190807151510.222000,1314,,7bcdcb3c-f36a-35d5-bca1-013b6f17c3c3,M,,U,3411.1725291168686,433900.7420885347,108030848,19950728000000,20190807151020,,,,,,
13115,AUBURN,2144,2,20190812103828,30000101000000,20190812115306.254000,1204,,8846fa87-12da-3c0a-ae39-1fdfe44e684e,M,,U,19998.301476115386,12533467.426809845,108030738,19950728000000,20190812103705,,,,,,
13120,RIVERWOOD,2210,2,20190812174259,30000101000000,20190812175633.897000,3560,,5650f890-a422-37dd-960b-ec0ffcb6f089,M,,U,10920.893356195082,5591149.10680963,108033094,19950728000000,20190812172834,,,,,,
13196,BEXLEY NORTH,2207,2,20190823110251,30000101000000,20190823110258.644000,105,,c6246f22-04db-3bfb-a808-a0c770f331db,M,,U,6889.561933213661,1823775.0266524125,108029639,19950728000000,20190823110224,,,,,,
13219,CONCORD WEST,2138,2,20190827105247,30000101000000,20190827105733.572000,2366,,a442faad-9d90-3a25-9e4d-4c2c3960e803,M,,U,12572.846002872828,3858373.2135812994,108031900,19950728000000,20190827104738,,,,,,
13292,BARDWELL PARK,2207,2,20190904151446,30000101000000,20190904152255.306000,2418,,edb60a31-aecb-37ec-abf3-9509ea203f97,M,,U,5727.485946010801,1356351.3985354688,108031952,19950728000000,20190904150659,,,,,,
13294,ROSELANDS,2196,2,20190905100957,30000101000000,20190911114011.364000,91,,a57282b9-b001-3fc5-86f3-7f51063466d7,M,,U,9481.347173990713,3980181.6540126717,108029625,19950728000000,20190905095503,,,,,,
13295,NARWEE,2209,2,20190905100957,30000101000000,20190911114011.474000,2404,,65c80683-3e5f-32ab-9d98-91c095a78abe,M,,U,6953.092744560064,1805009.3839095696,108031938,19950728000000,20190905095503,,,,,,
13303,KINGSGROVE,2208,2,20190910171407,30000101000000,20190911222429.089000,90,,d0cf1f35-f181-36dc-95ff-447b16f4d50c,M,,U,13147.498348764122,6573215.638075003,108029624,19950728000000,20190910170740,,,,,,
13312,EARLWOOD,2206,2,20190910171407,30000101000000,20190911222429.221000,3559,,2220f6fc-5d22-3693-bae0-451e55fe828c,M,,U,16474.92793645502,8125315.5113906395,108033093,19950728000000,20190910170740,,,,,,
13319,STRATHFIELD,2135,2,20190912111921,30000101000000,20190912112225.442000,1208,,898fd72e-b1a3-3e55-a0a8-97a4ae4a0f18,M,,U,18590.696011965436,9552830.055935163,108030742,19950728000000,20190912111702,,,,,,
13341,BEVERLY HILLS,2209,2,20190917080325,30000101000000,20190917080341.516000,89,,9f170ee3-e825-32c4-b07a-5f84b9f89707,M,,U,15544.882225349533,4486005.860367261,108029623,19950728000000,20190917080255,,,,,,
13342,HURSTVILLE,2220,2,20190917080325,30000101000000,20190917080341.688000,3561,,fae218c8-463e-35b1-a5ec-b8583a017d78,M,,U,14319.712155387631,6012964.254426516,108033095,19950728000000,20190917080255,,,,,,
13343,NORTH RYDE,2113,2,20190917104235,30000101000000,20190917104352.425000,1228,,e82e3b81-2638-3fe2-99e8-cae70ff97445,M,,U,19941.52287351529,7747578.639965655,108030762,19950728000000,20190917104105,,,,,,
13344,MACQUARIE PARK,2113,2,20190917104235,30000101000000,20190917104352.545000,2384,,9636c4e3-7b67-3801-a288-01be53174ca2,M,,U,18399.023315050894,9800603.362791194,108031918,19950728000000,20190917104105,,,,,,
13399,HOMEBUSH WEST,2140,2,20190925164653,30000101000000,20190925164956.233000,3543,,389e649b-a2fc-38ba-8647-edcc863dc78f,M,,U,8625.452782250315,2354837.3785886876,108033077,19950728000000,20190925164343,,,,,,
13522,HOLSWORTHY,2173,2,20191015074607,30000101000000,20191015074627.320000,3580,,661c77db-dfff-3e8d-b82a-ada2f4337cf6,M,,R,132135.15756978904,277339278.4804885,108033114,19950728000000,20191015074538,,,,,,
13523,WATTLE GROVE,2173,2,20191015074607,30000101000000,20191015074627.520000,3616,,f2a0c3b7-73ff-3dec-9fe4-285c437880af,M,,U,10584.044661330809,3762411.978844095,108033150,19950728000000,20191015074538,,,,,,
13528,PYRMONT,2009,2,20191015170006,30000101000000,20191015170038,2388,,ce24bad1-7480-33d6-98e8-7061d8d25b66,M,,U,7445.284744711053,1293959.134977976,108031922,19950728000000,20191015165852,,,,,,
13577,GREENWICH,2065,2,20191023135931,30000101000000,20191023135940.441000,1216,,fd923620-4f55-38eb-b28b-9f953a690c8b,M,,U,10694.479391945953,2388713.5793000543,108030750,19950728000000,20191023135837,,,,,,
13626,WEST HOXTON,2171,2,20191030150325,30000101000000,20191030150601.430000,147,,90be1afb-82cf-3a31-b0f3-fcaa374d1b01,M,,U,15588.129611388204,9242256.930129306,108029681,19950728000000,20191030150118,,,,,,
13630,EDMONDSON PARK,2174,2,20191030150325,30000101000000,20191030150601.749000,3612,,ca1a32cb-76f1-3fb4-a3b2-59c8c6476107,M,,R,13238.987379188207,9043741.880673151,108033146,19950728000000,20191030150118,,,,,,
13703,RAMSGATE,2217,2,20191113141907,30000101000000,20191113141949.086000,96,,df43ff96-b62f-396d-b106-a4bf6abb7d3f,M,,U,4740.422425448237,618684.1130152392,108029630,19950728000000,20191113141806,,,,,,
13778,KIRRIBILLI,2061,2,20191120154201,30000101000000,20191120154219.152000,2378,,bdf5cbd3-1a42-3233-8228-c934ff3e5384,M,,U,4573.066142788628,635903.3235324551,108031912,19950728000000,20191120154101,,,,,,
13845,ALLAWAH,2218,2,20191128123609,30000101000000,20191128123638.950000,2407,,ade2d120-0607-36c2-8987-eabde4b14b09,M,,U,5101.319856383056,868928.2793967145,108031941,19950728000000,20191128123537,,,,,,
13849,WATSONS BAY,2030,2,20191128152907,30000101000000,20191128152940.648000,3723,,ae214774-72f9-3c9c-bb32-af0e38d15554,M,,R,6399.639409154189,904920.8130303747,108033257,19950728000000,20191128152809,,,,,,
13959,EVELEIGH,2015,2,20191213084319,30000101000000,20191213084341.036000,1265,,155ffee2-0185-30d9-809e-a0cc818c03e5,M,,U,5050.243279928593,795190.0774958071,108030799,19950728000000,20191213084225,,,,,,
13981,LAKEMBA,2195,2,20191217085549,30000101000000,20191217085621.376000,1247,,ed855946-2412-3a79-9f37-4078f4a83093,M,,U,9012.295987290338,3172234.6726225745,108030781,19950728000000,20191217085509,,,,,,
13982,WILEY PARK,2195,2,20191217085549,30000101000000,20191217085621.423000,1248,,3523fadc-8005-38e9-9ab3-c6c00b35d055,M,,U,6706.710040262965,1982701.0340700895,108030782,19950728000000,20191217085509,,,,,,
13994,HOLROYD,2142,2,20191219111231,30000101000000,20191219111308.692000,157,,f10dba42-cf31-30af-ba17-0b87cc825bfa,M,,U,3992.030918526934,727248.1016470395,108029691,19950728000000,20191219111151,,,,,,
14266,PADSTOW,2211,2,20200124085449,30000101000000,20200124085454.722000,83,,b60c9ad0-cffa-3e4e-811c-e3a4a3310cc1,M,,U,18172.357848894604,7958789.626189331,108029617,19950728000000,20200124085424,,,,,,
14346,RHODES,2138,2,20200204092530,30000101000000,20200204092557.708000,1210,,fcf2569a-09df-31e9-b6fe-e366a10fdd03,M,,U,5624.108974144919,1442895.2129626395,108030744,19950728000000,20200204092448,,,,,,
14421,BARDWELL VALLEY,2207,2,20200211083817,30000101000000,20200211083833.783000,3441,,325bbd74-4130-3218-8cd2-f01d1cfea0dd,M,,U,6252.551929049476,1058735.34206348,108032975,19971126161542,20200211083751,,,,,,
14448,SEFTON,2162,2,20200214104953,30000101000000,20200214105024.173000,3538,,91651f44-f4a2-321b-b1f7-4377b6e7d27a,M,,U,8260.236859268629,2653571.020914161,108033072,19950728000000,20200214104929,,,,,,
14604,PUNCHBOWL,2196,2,20200302114556,30000101000000,20200302114613.670000,1241,,592b6f15-bbc3-3d1d-b906-e54e404f3722,M,,U,16014.344054112444,6480345.361795973,108030775,19950728000000,20200302114524,,,,,,
14622,OATLANDS,2117,2,20200303090123,30000101000000,20200303090133.862000,2364,,caadcd49-658b-3048-8857-aaeeca1675f8,M,,U,9531.420825310604,3552023.2399880392,108031898,19950728000000,20200303090037,,,,,,
14680,CASTLE HILL,2154,2,20200310150806,30000101000000,20200310150820.604000,1194,,71ce6370-92ef-3939-9e32-bd434d3856e6,M,,U,29722.18697052728,27368140.856572416,108030728,19950728000000,20200310150717,,,,,,
14686,PADDINGTON,2021,2,20200311132334,30000101000000,20200311132426.456000,2422,,77f5dcdb-f11a-36d9-9325-f37f1cd62eb6,M,,U,6960.037546921092,2383337.865103075,108031956,19950728000000,20200311132149,,,,,,
14687,MOORE PARK,2021,2,20200311132334,30000101000000,20200311132426.500000,3572,,a4e4be16-652d-35bb-8c45-d357c6caa180,M,,U,7611.97834449915,2612150.1123066074,108033106,19950728000000,20200311132149,,,,,,
14760,BURWOOD,2134,2,20200319100804,30000101000000,20200319100830.782000,51,,9d1c83cd-f970-3c29-8eb4-5a5f976910da,M,,U,9130.230765473532,3569874.817478437,108029585,19950728000000,20200319100709,,,,,,
14761,CROYDON,2132,2,20200319100804,30000101000000,20200319100830.833000,3516,,6ecc9e1b-1615-3ba9-b86b-747b5ba5e22f,M,,U,10649.432049930085,3587832.5224127336,108033050,19950728000000,20200319100709,,,,,,
